pos chr cM
251708 36 0
307932 36 0.302115722798129
534014 36 0.309512273528317
559030 36 0.344591583259047
612844 36 0.416679169918904
720451 36 0.844235334172869
961834 36 1.16840018857675
995222 36 1.29176970860201
1081607 36 1.55985026423345
1197269 36 1.64587863498908
1292110 36 1.71282407814096
2795707 36 1.97256492199616
3046947 36 2.23230576585136
3607981 36 2.49204660970656
3992378 36 2.75178745356177
4097685 36 3.01152829741697
5576017 36 3.26992680533909
5946252 36 3.52832531326122
6111763 36 3.78672382118335
6948496 36 4.05494543764114
7041634 36 4.4887696855193
7084287 36 4.5706355518765
7330787 36 4.57908731627273
7393969 36 5.02255567199827
7445378 36 5.17012054874077
7756023 36 5.35486110822841
8054023 36 5.52978662808173
8065887 36 5.7945075544242
8152966 36 5.84555953188949
8275835 36 6.17571445706844
8644117 36 6.29147250194741
8706803 36 6.56899126709886
8756904 36 6.58472322486523
8801925 36 6.65592399801781
8816546 36 6.7086531369692
8928928 36 7.34840125223147
8941832 36 7.39529361377283
8959893 36 7.49623901210485
9000791 36 7.67350913329246
9032111 36 7.92926416663098
9198634 36 8.1850191999695
9216972 36 8.44077423330802
9376340 36 8.69652926664654
9430538 36 8.95228429998506
9879286 36 9.11605487025151
9907811 36 9.37504802270785
9917570 36 9.47869212924308
10072041 36 9.71921287832781
10176883 36 9.97496791166633
10875263 36 10.2307229450048
11027754 36 10.4864779783434
11705154 36 10.5602224536822
11872317 36 11.1903343589455
11974937 36 11.2615683153066
12066646 36 11.2629647256449
12116409 36 11.4430736805216
12137555 36 11.5708560271106
12190259 36 11.6994899209312
12221240 36 12.0616135905113
12221722 36 12.0632582992855
12232966 36 12.0743897526991
12287646 36 12.253559680421
12344806 36 12.5203834039009
12401448 36 12.655068218998
12451995 36 12.9591290289539
12471869 36 13.0590459645385
12594762 36 13.3166818376827
12692655 36 13.3181724103197
12758789 36 13.5749395955235
12938314 36 13.8334422279343
13033701 36 14.3477346242064
13214730 36 14.3504911061795
13452474 36 14.6098848027374
13649606 36 14.6128864883056
13796426 36 14.7265662537452
13881793 36 15.0487268069219
13986075 36 15.1294436543308
14641721 36 15.1394277287294
14773048 36 15.3971926842603
14793202 36 15.397499556512
16853823 36 15.6524086038905
16878591 36 15.6564631833922
17098631 36 15.8718497561446
17151680 36 15.9694688950178
17177239 36 16.0137109059605
17192350 36 16.0567143171461
17314596 36 16.305683294193
17392807 36 16.7213991328958
17394701 36 16.7252470566093
17406153 36 16.7386469256304
17488763 36 16.8719777519738
17523853 36 17.0565737628179
17558863 36 17.4350858790562
17570069 36 17.5150666001388
18014774 36 17.5397679960349
18099468 36 17.8002505871745
18160681 36 17.8036499744089
18343745 36 18.0696240689252
18677065 36 18.0881373751351
18715073 36 18.3460139322459
18757924 36 18.3483935845581
18813710 36 18.6072625018059
19227330 36 18.6302368666893
19396642 36 18.8954432198017
19903993 36 18.9236253047525
19907709 36 18.9516168119301
19952342 36 19.3075255601443
20020012 36 19.4885004742492
20273360 36 19.6079052115746
20336173 36 19.8933896155325
21370826 36 20.3828349961818
21376825 36 20.4051202910102
21449482 36 21.0307978836284
21482158 36 21.2047557633037
21750874 36 21.3314127310838
21804169 36 21.3343723890978
21855330 36 21.8500678346172
22142295 36 21.8660060745108
22292659 36 22.1301546252265
22326002 36 22.1320062582828
22357220 36 22.389503805779
22433764 36 22.3937546170753
22533023 36 22.6550502610238
23183029 36 22.6911593380148
23246204 36 22.6921212702116
23267592 36 22.8073777346466
23293732 36 23.0119527444118
23372680 36 23.2051746605416
23402969 36 23.2056358527603
23504005 36 23.4629372060268
23679332 36 23.4655732390286
