pos chr cM
2763496 8 0
2783513 8 0.279330335431991
2943611 8 0.35429144104927
3158963 8 0.76007926237842
3292797 8 0.838192740506639
3583028 8 0.873778770041511
3710781 8 1.10574079091255
3841473 8 1.37240808968068
4691042 8 1.37664675596677
5092566 8 1.61184983781508
5173881 8 1.70700544241548
5424162 8 1.86198832171927
5439708 8 2.13831968479457
5547430 8 2.20496609362014
5875171 8 2.21597289721697
5883031 8 2.26599362701063
5917205 8 2.48326164856388
6101019 8 2.48941815672116
6276764 8 2.65670980269758
6390337 8 3.03129087297981
7167659 8 3.05733100499332
7241757 8 3.11836689675467
7503538 8 3.34630297298104
8071903 8 3.39122758617452
8218874 8 3.40245343202781
8268677 8 3.66334675358739
8969480 8 3.71689770280584
9006423 8 3.97680374185311
9060262 8 3.98091574573343
9112605 8 4.24200406941039
9337900 8 4.25921343908049
9575599 8 4.27705026566354
9636574 8 4.53417415020643
9660081 8 4.53593782147525
11309503 8 4.68123044908565
11319099 8 4.93460457514633
11421832 8 4.94364169761453
11443623 8 5.19809394644072
11466298 8 5.20008845960838
11514029 8 5.47179983302259
11542213 8 5.48307049278152
11839031 8 5.61372460807848
11914272 8 5.65483272387049
11924970 8 5.69034400628167
11936648 8 5.85633088073262
11948139 8 6.08080501740056
11984166 8 6.39229627339396
12005137 8 6.46193183407672
12273916 8 6.60893547802901
12288694 8 6.61239714617637
12315424 8 6.87121617754284
12789550 8 6.98239735571721
12866165 8 7.2529633014078
12902543 8 7.26148508622516
12965211 8 7.31207246312117
13114752 8 7.68600910580325
13342460 8 7.87006682764258
14556413 8 8.15523067857865
15056297 8 8.28487246173519
15220906 8 8.58026751306187
16058011 8 8.79755570139058
16084825 8 9.05706217803371
17215569 8 9.35079480281694
17521641 8 9.48302268602364
17540466 8 9.74371221528343
17661103 8 9.7957875393822
17716700 8 10.0724276367113
17877874 8 10.1420137324278
18676329 8 10.4557407749665
18693094 8 10.459416643785
19430307 8 10.8746595941823
19555833 8 10.9021888026582
19873042 8 11.2246638552459
20134272 8 11.2819714779492
20404980 8 11.5380913972954
20481973 8 11.6015485385877
21868725 8 11.7393442114524
22259871 8 12.0308947618664
22420378 8 12.0468242431477
22563597 8 12.3136355034897
23593047 8 12.4158912563857
23667291 8 12.4310123388386
