pos chr cM
6038820 25 0
6141786 25 0.300301203010596
7403137 25 0.562081905707849
8740293 25 0.823862608405101
8960137 25 0.921752811628854
9022298 25 1.08245358495471
9038796 25 1.12428951144455
9062038 25 1.18533783451338
9078743 25 1.20290191762083
9104183 25 1.48686057278727
9226963 25 1.61609895385454
9639835 25 1.65338601620038
9662831 25 1.65540513613022
9789721 25 1.78498096704559
9930390 25 1.94509926175536
11309269 25 2.22773804824075
11727228 25 2.56367098078801
11848926 25 2.58855211591551
11895520 25 2.71204961099125
11951011 25 2.92039783373615
12122311 25 3.14427116845905
12639244 25 3.25004353858884
12650549 25 3.50236642628345
13066788 25 3.58751771404473
13190014 25 3.62292355854055
13471718 25 4.20597478784084
13497434 25 4.71469331630785
13994081 25 4.85754551125059
14037938 25 4.92093112173461
14209592 25 5.42072812085709
14847109 25 5.60417362393256
14876204 25 5.86257348484625
16037159 25 6.19714305862466
16077717 25 6.21322515857445
16436219 25 6.32579000033363
16613512 25 6.38060532636611
16667016 25 6.64352891505427
17994143 25 7.05531531361167
21075733 25 8.26784140239422
21203168 25 8.30723559222941
21278484 25 8.57693529980023
21668822 25 8.69769932303267
22572276 25 9.22535017298172
22622393 25 9.24083922032241
22777250 25 9.27091082505267
22885999 25 9.53843706453029
23129528 25 9.55950845544447
23223813 25 9.81401163019004
23239981 25 9.81541029415168
23809375 25 10.0617162109545
24607435 25 10.3080221277573
24741987 25 10.4433879663739
24808001 25 10.6220514824513
24981119 25 10.800241660206
25805478 25 11.0465475770088
26102030 25 11.2928534938116
26296161 25 11.39393298645
26313779 25 11.4344192604445
26410859 25 11.8144930236733
26465592 25 12.1568579654573
26467041 25 12.1637899796466
26516147 25 12.2785153384915
26817250 25 12.3079886839029
26982476 25 12.5372973846098
27372877 25 12.5669551942318
27417908 25 12.8166979980815
27496510 25 12.8226677856682
27856114 25 12.8777397029547
28052874 25 13.1543199262286
29067453 25 13.3098547721222
29074712 25 13.3181086797725
29257865 25 14.005880589307
29271115 25 14.0375311426783
29317173 25 14.0899249021521
30006502 25 14.1955462503395
30052488 25 14.3215154015817
30094559 25 14.5439132686136
30101632 25 14.5900855222451
30146460 25 14.7671177828878
30185271 25 14.8186679106629
30265492 25 15.1721118736302
30291051 25 15.206054255299
30793982 25 15.2448536690757
30959721 25 15.5040055928608
31522331 25 15.5474110371819
31571436 25 15.7975226131852
31669474 25 16.059428213504
31730959 25 16.0691629828534
31793084 25 16.2300940989419
31812993 25 16.5281712533236
31832155 25 16.5777540532231
32008562 25 16.6056892246889
32051874 25 16.8588862924505
32235880 25 17.0737857727414
32295848 25 17.2580018161032
32365137 25 17.4008841743031
32867771 25 17.4805206230377
32973556 25 17.7493697516517
33502204 25 17.8615737189556
33646046 25 18.1385354350152
33742656 25 18.15902182639
33744273 25 18.1910421441648
33755202 25 18.4285432548831
33874702 25 18.7088274205987
33986348 25 18.7596663742266
34502466 25 18.9754909500082
34597470 25 19.2056624982165
34625321 25 19.2707646030159
34884338 25 19.2846749529772
34982473 25 19.2970266828983
35148292 25 19.5643082285059
35654022 25 19.6279944512681
35744599 25 19.8857570087241
35892994 25 19.9044358789711
35961223 25 20.1593715035225
35987001 25 20.1626157476503
36014276 25 20.4123712692652
36152448 25 20.4297631197002
36193808 25 20.6813001344598
36261872 25 20.6898666634715
36270534 25 20.7276489509495
36320720 25 20.9653766086959
36628231 25 21.1349552053771
36757963 25 21.4530856055701
36779119 25 21.4647337906847
36881913 25 21.7679418174258
37238388 25 21.964575034257
37257884 25 22.0275645842372
37318193 25 22.4699455066223
37330124 25 22.5319096081573
37347036 25 22.5744102829301
37378817 25 22.9010081286402
37443457 25 23.0636467848552
37513213 25 23.0983152818907
37808788 25 23.325494974551
37899173 25 23.6415042949934
37956988 25 23.6858599200717
38017943 25 23.9791626451363
38408666 25 24.2796934995776
38423097 25 24.3095430770904
38597527 25 24.6241177718439
38617504 25 24.8803987566875
38678517 25 25.1571763947293
38716971 25 25.1762849299562
38732215 25 25.4302024172365
38832086 25 25.6900521799416
38842216 25 25.7226781447543
38849311 25 25.7603982694216
38959509 25 26.1160738763613
39073638 25 26.4327196507799
39081761 25 26.4664850083556
39140408 25 26.5924749244389
39225476 25 26.9663393744195
39250443 25 27.0601516389236
39441349 25 27.0852299131615
39508654 25 27.46784405078
39528667 25 27.7546421248248
39533603 25 27.7645769856324
39571957 25 27.9583666131489
39614683 25 28.0936351505962
39643888 25 28.0974708364315
39684408 25 28.1239462632521
39722243 25 28.3950949242717
39723166 25 28.3956978486952
39872071 25 28.7398472890132
40114680 25 28.8985756863947
40164456 25 28.905113274367
40179763 25 29.188345806062
40195673 25 29.7305330088633
40211484 25 29.8981007614581
40339731 25 29.9149464797121
40378887 25 30.050403950925
40406421 25 30.3923941650353
40413661 25 30.417412805648
40461858 25 30.6184984766483
40477003 25 30.7373531805582
40528721 25 30.9425520315288
40572653 25 31.2014347583919
40980687 25 31.3177929904763
41037725 25 31.5804283029549
41140495 25 31.6097095142774
41179942 25 31.7115139239686
41247632 25 32.0072872282689
41318095 25 32.1528854040289
41420081 25 32.1819431732806
41445272 25 32.4354603580431
41452744 25 32.4375887010871
41490133 25 32.6945981037944
41495109 25 32.7193283573379
