pos chr cM
4526049 28 0
4781421 28 0.261780702697253
6461827 28 0.358585195220404
6623937 28 0.519122988806299
7603222 28 0.775533807152272
7769730 28 0.936245560038655
7831353 28 1.09585189431169
7869052 28 1.13505171223149
7969853 28 1.23860885641624
8015789 28 1.36042887663303
8125498 28 1.53874313662881
9370512 28 1.79190823445615
9900260 28 2.04507333228349
10915752 28 2.29823843011083
11425269 28 2.55140352793816
11527611 28 2.79710426805962
12255310 28 2.83058580812512
12424086 28 3.08697829290309
12986385 28 3.12243338416612
13063990 28 3.37305001826876
13916449 28 3.42681064027295
13938111 28 3.67388351262613
14721865 28 3.72330908771598
14758462 28 3.9713280070614
15225808 28 4.00079418585235
15297859 28 4.25105898539111
15348154 28 4.25422925287799
15380082 28 4.50195241580354
15813720 28 4.52929272305047
15828585 28 4.77593505018179
15875160 28 4.77887082634179
16155785 28 4.95798048375573
16194524 28 5.22848999700903
16302101 28 5.29707549109479
16432131 28 5.30527214288336
16766761 28 5.34118402367318
16823407 28 5.42645322631762
16942240 28 5.77171842432119
16999554 28 5.85768992936697
17045289 28 5.86259660462841
17083328 28 6.11239842582317
18248818 28 6.23758837252246
18387393 28 6.70615075586417
18413367 28 6.74764308534884
18488428 28 7.001436665301
19011659 28 7.05760023232439
19290917 28 7.33684792803565
19308109 28 7.33871519731511
19513866 28 7.63666094370916
20141293 28 7.78606111627623
20175275 28 8.04293837305995
20510769 28 8.12276920085104
20534486 28 8.37719333800516
21114939 28 8.51539279440429
21229439 28 8.79151633959716
21290639 28 8.7981637536593
21415123 28 9.06051005413437
21691820 28 9.09057133205247
21716270 28 9.34199691038627
22140444 28 9.38808796448089
22163014 28 9.63930832585315
22717945 28 9.69961610194214
22904108 28 9.96869709417681
23412258 28 10.0239180818184
23646357 28 10.0930638191389
23682974 28 10.1635832039964
23700233 28 10.445731813827
23798651 28 10.6354976141767
23803626 28 10.6369660840953
23832314 28 10.7455926051342
23874783 28 11.2929138356262
23887243 28 11.4093017840854
23913278 28 11.4169870084342
24021400 28 11.6978270871652
24073250 28 11.7131337609636
24110753 28 11.7315659587412
24323357 28 11.8844400986816
24419981 28 11.9771018983411
24434855 28 12.2401826204746
24727970 28 12.5218093778008
25035686 28 13.0677423530441
25205988 28 13.231176460565
25496733 28 13.444322671492
25536795 28 13.5661927302032
25604302 28 14.0215071998642
25691113 28 14.3341274393764
25762011 28 14.4806966603056
25834669 28 14.880416901554
25877298 28 14.9684933935886
26595230 28 15.4964695051416
26602314 28 15.5745151376723
26619375 28 15.7587545066869
26904283 28 15.9019709607151
27105645 28 16.5029209075328
27106024 28 16.5031111495648
27123829 28 16.7608506065292
27194500 28 16.8311333337607
27402596 28 17.2881620122585
27423184 28 17.3047844880659
27429013 28 17.308090249788
27507110 28 17.4245081034665
27652746 28 17.7984400105651
27697474 28 18.1623141059164
27739221 28 18.2692172041973
27754174 28 18.2914864127431
27942188 28 18.3539773963376
28014698 28 18.6269455074337
28018669 28 18.6282645579258
28131475 28 18.6623107841774
28159490 28 18.6709569971574
28250427 28 18.9536248880759
28289938 28 19.2203352215729
28867936 28 19.3990250770769
28880768 28 19.4510362266147
28935753 28 19.7275688355329
28992411 28 19.7997366732301
29131923 28 19.9549028727686
29143992 28 20.0375045588925
29176233 28 20.2272556955182
29596314 28 20.288733705445
29615449 28 20.5460001866431
29650842 28 20.5511769659609
29843125 28 20.5599882379151
29884825 28 20.8163622119128
30078175 28 20.8252223829388
30120806 28 20.8648652131289
30156538 28 21.1527135372583
30365379 28 21.3472169315494
30882832 28 21.3709324897068
30946539 28 21.6283200285319
30974738 28 21.6296121363941
31321527 28 22.2500841309169
31357561 28 22.5424451995496
31463597 28 22.6535095180974
31485088 28 22.9305679621847
31667505 28 23.1217884701105
31735826 28 23.2155256636579
31818863 28 23.2462827434534
31850422 28 23.4170921096105
31869293 28 23.7741337758971
31960340 28 23.8078587773825
32004747 28 24.3557332758016
32042419 28 24.6032754753017
32094909 28 24.6227156819573
32136519 28 24.8926578590053
32200160 28 25.1708026902118
32449731 28 25.2633013954204
32554546 28 25.2681042976636
32662573 28 25.4852028116638
32684073 28 25.5424482127392
32959611 28 25.7361296454043
33010356 28 26.0263782941113
33049627 28 26.0539369004566
33176684 28 26.3083903758301
33285396 28 26.3260852130312
33308889 28 26.6662169369867
33350525 28 26.8173903004806
33686175 28 26.8775563876483
33717863 28 27.1745115898938
33764718 28 27.3261504907887
33823331 28 27.5806039661622
33871200 28 27.6054479063994
33902829 28 28.0905701939542
34012213 28 28.5762660904269
34019839 28 28.6005416844016
34073682 28 29.1107501931137
34328158 28 29.2228059146731
34394869 28 29.6200638448083
34793270 28 29.8745173201819
35273074 28 29.9378143594347
35374568 28 30.3645788298345
35382972 28 30.3848973056426
35510872 28 30.3986797712298
35564478 28 30.6589388222338
35690479 28 30.6725166243638
35732184 28 30.9314867286767
35738702 28 30.9321890145351
35887434 28 31.2725908788163
35954320 28 31.5254952441241
35993513 28 31.6272836257241
36030530 28 31.6864867886183
36057699 28 31.8532036957889
36140805 28 32.2399260591664
36144545 28 32.2486553455928
36246319 28 32.2596221724887
36258857 28 32.5154334635886
36317516 28 32.5217540681748
36339250 28 32.7785612730824
36442334 28 32.9150591374738
36483557 28 33.1277107541519
36508684 28 33.2632228895292
36548215 28 33.3249495031637
36665496 28 33.3655356621759
36760754 28 33.4876451670559
36768923 28 33.7526120260966
36818460 28 33.8160753909672
36914709 28 34.4509323472785
36924945 28 34.4640393987095
36937122 28 34.5506635914318
36968500 28 34.7447423458358
37034106 28 34.9836074868008
37084964 28 35.5361885096342
37102724 28 35.6395670553404
37132538 28 36.0117438989764
37150391 28 36.0818469201401
37169815 28 36.0885664964841
37236337 28 36.3661539307239
37346852 28 36.4043977580771
37426078 28 36.5658388667468
37497165 28 36.9658643458019
37507018 28 36.9692727989301
37549195 28 37.2383926759764
37605322 28 37.2444404368605
37673766 28 37.5063065750745
37730199 28 37.5123873098814
37798307 28 38.0225958185935
37942597 28 38.2770492939671
38107776 28 38.5315027693406
38392007 28 38.7859562447142
38504377 28 38.8956607461976
38507810 28 38.9376068404474
38529159 28 39.25766234769
38566494 28 39.5994744922497
38587979 28 39.8675368592666
38600768 28 40.2121307178781
38614357 28 40.4398065741879
38623209 28 40.5675142629933
38633361 28 40.6236587056547
38669128 28 40.8905517167555
38747332 28 41.0405239035963
38765909 28 41.0762900093166
38913738 28 41.3320450426552
39018277 28 41.5878000759937
39081236 28 41.7941343377653
39094846 28 41.8653220805181
39239453 28 42.0990252857089
39416013 28 42.3547803190474
39938435 28 42.4116306573436
39944812 28 42.4396849345996
39998110 28 43.0926325276301
40047432 28 43.4433836953171
40194858 28 43.5841830435856
40258638 28 43.7242697657786
40578166 28 44.0108035012279
40596911 28 44.0445899365546
40615661 28 44.1316610931679
40637662 28 44.5550163871364
40645571 28 44.5917256736213
40657630 28 44.6511256829521
40839368 28 44.8210057630537
40914567 28 45.3365246615787
40963512 28 45.4141491786946
