pos chr cM
1164664 35 0
1195342 35 0.0518158679022205
1318525 35 0.25805353887009
2030085 35 0.350720123821017
2106586 35 0.663115992093805
2162078 35 0.702557606891317
2184047 35 0.780990865019912
2252060 35 1.2109044121582
2261602 35 1.27597431610136
2278330 35 1.37819309660103
2328165 35 1.54681103051577
2717837 35 1.804543559949
2786163 35 1.87777948479132
2903153 35 2.30360816519559
2911404 35 2.32054701907245
3516131 35 2.57827954850568
3609946 35 2.60792182547093
3768934 35 3.00271645607014
3875492 35 3.0940650796473
4347544 35 3.35179760908052
4700398 35 3.60953013851375
5090189 35 3.86726266794698
5210665 35 4.1249951973802
5254097 35 4.38272772681343
5909490 35 4.637181202187
6042178 35 4.68301493081632
6162586 35 5.10274264744581
6187720 35 5.14659243298057
7079374 35 5.29993519872437
7109073 35 5.62030818275114
7125004 35 5.65547811217539
7747234 35 5.90178402897819
8218729 35 6.04957961765466
8264913 35 6.29772170900631
8294680 35 6.39411031625858
8687609 35 6.64041623306137
9038821 35 6.88672214986417
9453700 35 7.13302806666696
9482083 35 7.37933398346976
9732003 35 7.62563990027255
9778898 35 7.87194581707534
9892109 35 8.11825173387814
10266611 35 8.36455765068093
10426763 35 8.61086356748373
10611506 35 8.85716948428652
10712301 35 9.10347540108932
10931153 35 9.11060347026412
11067693 35 9.45094618595927
11104501 35 9.47615439045143
11139391 35 9.54071582965164
11251838 35 9.996427329226
11279595 35 10.0477828831253
11315484 35 10.0895948944639
11345170 35 10.2056725193875
11378393 35 10.5220545511282
11389145 35 10.5821650079648
11448842 35 10.8284709247676
11520731 35 10.9709489838286
11563115 35 11.3212988115787
12095617 35 11.7855043546439
12159132 35 11.8963604590476
12323860 35 12.2773639138438
12401400 35 12.3793650953318
12435859 35 12.6711987698066
12497588 35 12.7523842330672
12526394 35 12.7691171571881
12597323 35 12.8130718462746
12621707 35 12.8145035140314
12783795 35 13.3179466730021
12838741 35 13.3211727978449
12867286 35 13.5691629695682
12877645 35 13.5697711767602
12923203 35 13.8187652020211
13132622 35 13.8310622413656
13173447 35 13.8388249179768
13287225 35 13.8903351957166
13306805 35 13.9575735626478
13369696 35 14.3304431417249
13379160 35 14.3581570460771
13406076 35 14.5932778628383
13421615 35 14.6903322969526
13620722 35 14.7805080977042
13708705 35 15.0668383263011
14051176 35 15.2220447133475
14109938 35 15.495078474671
15473533 35 15.7550138478294
15504487 35 16.0072344744088
15530418 35 16.0121649892021
15609553 35 16.1403905232818
15666020 35 16.4786105890617
15702461 35 16.5376165208728
15835040 35 16.5628301769196
15866284 35 17.0626611083794
16504503 35 17.1841534338709
16619901 35 17.4525132319095
16934380 35 17.512341032984
17037652 35 17.5460289784642
17096802 35 17.8117224917723
17121213 35 17.8196834580705
17145130 35 17.8347387125287
18165994 35 19.2742534954894
18327195 35 19.7462421713571
18361692 35 19.7942156448084
18741455 35 20.3929623472549
18884863 35 20.4918288213154
18978640 35 20.5263156680344
19079905 35 20.8100471757282
19137992 35 20.8314060859446
19196009 35 21.0991505396391
19867744 35 21.346710302384
19891800 35 21.4191848283062
19960709 35 21.6562405032725
20011271 35 21.696152453163
20165626 35 22.0650039256545
20256332 35 22.1366269096167
20320234 35 22.4336294888174
20375562 35 22.4773052031244
20403270 35 22.7455869545824
20453870 35 22.7855289123847
20562119 35 23.1177444305443
20670535 35 23.2033635078704
20823976 35 23.5714884525882
21068278 35 23.7646278729618
21121683 35 24.3010347236037
21343805 35 24.4766083325005
21400056 35 24.7675382800655
21493733 35 25.1118210700832
21571065 35 25.408645881404
21639349 35 25.4737910619544
21858522 35 25.8180030066835
22041018 35 26.2137201389426
22166880 35 26.4089482862633
22198393 35 26.517186746582
22271677 35 26.7764796531786
22297370 35 26.8519285860738
22581099 35 27.1511451950165
22720961 35 27.2856037667465
22743345 35 27.353941996246
22838474 35 27.8253787697351
22873928 35 27.9350513244794
23196611 35 28.3265170725609
23255640 35 28.6461342386733
23369387 35 28.784458580254
23393225 35 29.0610845916822
23654869 35 29.3798362326653
23906702 35 29.7699779397971
24337079 35 30.3609487230423
24358233 35 30.3894066965769
24415540 35 30.4376850629168
24433558 35 30.4698487264598
24460144 35 30.5181494851454
24483513 35 30.6507029507606
24525426 35 30.8816144807579
24621633 35 31.0403981737418
24704897 35 31.3090437764189
24781673 35 31.548970582675
24789443 35 31.5987222826986
24817154 35 31.9354004548709
24833454 35 32.12900878508
24849762 35 32.1825274554957
24923074 35 32.6766800326641
24959944 35 32.797759660812
25310463 35 33.2532648371192
25381285 35 33.5057241637217
25421535 35 33.7280435773687
25509773 35 34.0155626957946
25706721 35 34.2709888856268
25760608 35 34.5929888123369
25770233 35 34.6054414066182
25877800 35 34.9973801191512
25907799 35 35.0365966301444
25987460 35 35.1138301308918
26049369 35 35.4947034514703
26077865 35 35.6237116202721
26245277 35 35.8405889889265
26257078 35 35.8799002559891
