pos chr cM
1243143 5 0
1559873 5 0.261780702697253
3842325 5 0.515588354290286
4517667 5 0.540242873525387
5327673 5 0.923796032681741
5358063 5 0.928633164245489
5425737 5 1.19326785244542
5484455 5 1.20261433151409
5869165 5 1.41005072368289
5953423 5 1.4547302743963
6152569 5 1.52911772302122
7097893 5 1.77542363982402
7591711 5 2.02172955662681
8471846 5 2.26803547342961
8701635 5 2.5143413902324
9106703 5 2.7606473070352
9525233 5 2.79798256704921
9678299 5 3.06107560594786
9934743 5 3.08906537539693
9950725 5 3.33712381368076
10316410 5 3.37704153315806
10511537 5 3.64474849200537
10546692 5 3.89490944497536
10961343 5 3.94017465221384
11037858 5 4.06962944829968
11116792 5 4.2189041652241
11223083 5 4.25162367644561
11255139 5 4.75541831133446
11366381 5 4.78966240870087
11411525 5 5.04993098940216
11434948 5 5.05713944200219
11494128 5 5.06889478036331
11509792 5 5.10596758623481
11581218 5 5.522382022725
11607497 5 5.58459353741887
11614737 5 5.59104603779281
11684689 5 5.69754969352242
11781086 5 5.90726515196535
11947713 5 6.5184298648873
11962269 5 6.550040686595
11979544 5 6.5755870039851
12001237 5 6.85413316466907
12004903 5 6.85955336459665
12249166 5 7.06728846728819
12287575 5 7.34636352271306
12342498 5 7.37059880283672
12395072 5 7.64021782867411
12443667 5 7.66166022163089
12461631 5 7.91593076771917
12520579 5 7.94194257826705
12563017 5 8.2070661092637
12970208 5 8.38702281002749
13139673 5 8.50137888532387
13147321 5 8.75286554983198
13170734 5 9.01503310390519
13386885 5 9.16093919937428
13435765 5 9.33420465762776
13472658 5 9.58636373026808
13510827 5 9.86665043040793
13545574 5 10.007555586679
13710760 5 10.1199806086057
13898049 5 10.2019479889637
13925865 5 10.4604792194113
13928091 5 10.4614526438401
14012175 5 10.9924319439874
14025245 5 10.9981476945003
14181601 5 11.0301186858835
14380978 5 11.3173973498992
14696059 5 11.3818446587818
14719606 5 11.6329878273151
14972060 5 11.6846186657863
15082074 5 11.9535287345088
15725368 5 12.0851978499802
15986163 5 12.215161633456
16281215 5 12.3034826199441
16465633 5 12.3658997892432
16498068 5 12.6232320335851
16983711 5 12.7877681428807
17191133 5 12.8913312808266
17223295 5 12.9474462258832
17249180 5 13.0173282776326
17388481 5 13.6232276002042
17400904 5 13.6614840913607
17439850 5 13.7069018103066
17480830 5 13.7922433444541
17528745 5 13.8462580729172
17618274 5 14.0840441255216
17690075 5 14.4716512115576
17708346 5 14.5421266977637
17727508 5 14.5732560822325
17765698 5 14.8819289315008
17856034 5 15.0288531181361
17882301 5 15.3295686220618
17906228 5 15.5694519190741
17938632 5 15.5763089483478
17981162 5 15.8316593044483
18059712 5 15.8482829390249
18080892 5 15.8947414659809
18100612 5 15.9908595358168
18172675 5 16.4799319129041
18183747 5 16.5250893044039
18202720 5 16.8113709067404
18231013 5 17.1173012524331
18382903 5 17.1494509135528
18466711 5 17.4135810231328
18567937 5 17.4350046361413
18647418 5 17.5413402482921
18723708 5 17.890212786774
18743133 5 17.9219220346912
18786365 5 18.023884391361
18900701 5 18.1648571544844
18921564 5 18.2503761861462
18986480 5 18.6503680750032
19002650 5 18.7033166819779
19041915 5 19.078929297749
19053811 5 19.0935781870741
19082398 5 19.3752676823093
19115998 5 19.3923064333888
19148185 5 19.6550150601228
19362457 5 19.7637732957299
19373221 5 20.0155640199065
19491836 5 20.0757403105908
19652094 5 20.4037681272624
19790332 5 20.4739066312843
19860243 5 20.7017970159126
19879831 5 20.8212764615086
19946756 5 21.0457815722651
20040756 5 21.0934641147573
20141273 5 21.3910120125571
20235143 5 21.4385118169717
20250082 5 21.5104332271376
20292075 5 22.1418238722958
20307167 5 22.2143080184156
20792549 5 22.4604075323116
20843268 5 22.5333755644137
21041229 5 23.0658926478528
21055573 5 23.0865181695813
21099383 5 23.1086811535875
21317410 5 23.1740091399321
21497583 5 23.429155566812
21537609 5 23.48218421014
21817548 5 23.541307963904
21891192 5 23.802632307078
22005703 5 23.8268088415029
22042088 5 24.0802280632761
22503776 5 24.1777750831538
22554277 5 24.3372971245226
22666788 5 24.6889672308955
22674087 5 24.7007282253451
23333217 5 24.8142312313853
23345857 5 25.0621168844287
23542254 5 25.0959097517094
23600147 5 25.3516184870432
24636650 5 25.5302217700071
25319756 5 25.5383327144669
25327797 5 25.5663955014777
25334482 5 25.8355404850596
25390245 5 26.0304761566959
25523568 5 26.0320590806626
25673832 5 26.279552674947
26231767 5 26.2861772874335
26319548 5 26.5329253666249
26327705 5 26.5330222120223
26342386 5 26.778898113634
26732350 5 26.7835282387568
26745174 5 27.029381984154
27128865 5 27.0339376252266
27144590 5 27.0577592447861
27224965 5 27.4259396832207
27291975 5 27.5275313132494
27311660 5 27.6985876108495
27343808 5 28.2155820053145
27354272 5 28.3336530044296
27378590 5 28.5123660346794
27457889 5 28.5133075337644
27538434 5 28.7599692774351
27618028 5 28.7609142790214
27654159 5 29.0070461053088
27790910 5 29.0086697300659
27859206 5 29.2551853265097
27869402 5 29.2553063803175
27932606 5 29.5017612224026
28015268 5 29.5027426500175
28101855 5 29.7494764831218
28769036 5 29.757398325124
28985419 5 29.8911232888536
29051263 5 30.1776782064788
29173954 5 30.2534574892131
29906132 5 30.262151146855
30119511 5 30.5103978082173
32861032 5 30.542957559381
32990879 5 30.7902075472756
33633274 5 30.7978350677168
34403689 5 30.8188077998688
34497384 5 31.0670712583188
34615810 5 31.0702945548396
34676294 5 31.3176496206706
34684128 5 31.3178628385863
34928391 5 31.5702448642462
35607245 5 31.5887246033505
35720138 5 31.837513176115
35739752 5 31.8380470119083
35827698 5 32.0861532216036
36311056 5 32.0993104753722
36359604 5 32.1154024826966
36414189 5 32.3792857983844
37116781 5 32.6126774981321
37692395 5 32.6283464012717
37827505 5 32.6599594262888
37994324 5 32.8868723862532
38038314 5 33.1926043875803
38045710 5 33.202642896014
38180372 5 33.2341510649988
38237609 5 33.4933076416849
38878225 5 33.6433765191142
39167681 5 33.6512552446743
39200756 5 33.7782544188973
39232051 5 33.9191816349521
39507878 5 34.1096444964352
39571003 5 34.1754765609365
40202215 5 34.4160492210818
40688610 5 34.4292891545011
40753453 5 34.6767634474611
42439151 5 34.7226640408796
42472253 5 34.7430892905987
42792473 5 35.1877064428214
42854785 5 35.2261623561135
43012861 5 35.4761868210485
43081778 5 35.5210176727087
43406279 5 35.7944561240392
43436782 5 35.8010862821072
43448999 5 36.049455495309
43566886 5 36.0750843825053
43641084 5 36.3369938625537
44088711 5 36.4343787746809
44193164 5 36.7028990440629
44370889 5 36.7415418691675
44575736 5 36.7471174873114
44687359 5 36.995871322163
45088392 5 37.0067874023795
45170058 5 37.0553092125605
45198781 5 37.3181543957844
45520935 5 37.5098361278102
45712608 5 37.5150531513657
45884556 5 37.7654570637285
46240691 5 37.7751509061657
46407226 5 38.0254067538169
46741323 5 38.0345006767616
46786328 5 38.281432364131
47102656 5 38.2900425837474
47413767 5 38.5442532473325
47838346 5 38.5558103215124
47861422 5 38.8021422174682
47999418 5 38.8058981865627
48035389 5 39.0525827794572
48347076 5 39.0610666636888
48369960 5 39.2015904651321
48387224 5 39.3337355316454
48532042 5 39.557167177738
50580198 5 39.6129428020615
50607272 5 39.8593840488455
50749568 5 39.863257059685
50766347 5 40.1094167244686
51013074 5 40.1161323279181
51659549 5 40.2737486932352
51708914 5 40.4736744547124
51724075 5 40.5786309128704
51794205 5 40.7977119297667
52146695 5 40.883590528103
52208155 5 40.8852633088486
52496296 5 41.1388456168014
52759693 5 41.1460149895422
52921849 5 41.3961510563629
52950641 5 41.3969346924676
52983946 5 41.6435463661942
53106253 5 41.6468752985571
53231748 5 41.8960085711939
53509005 5 41.9035552261569
53521693 5 42.1496029970667
53716597 5 42.1549079677893
53759630 5 42.401785717673
53924645 5 42.5363506410307
54071001 5 42.8636831731226
54097875 5 42.9024528613177
54152106 5 42.903928884652
54214755 5 43.1513431674088
54351346 5 43.155060893853
54399390 5 43.4020757030499
54425357 5 43.4027824501701
54510137 5 43.6508020624844
54885329 5 43.6610146812926
55031372 5 43.9107100041756
55068175 5 43.9117116790313
55087497 5 44.1579408981139
55254176 5 44.162477595267
55460067 5 44.4138099788307
55481357 5 44.4143894307133
55613103 5 44.6636936865285
55718388 5 44.6665593035413
55822677 5 44.7136893542732
55969236 5 45.0251091519921
56162422 5 45.3574552586129
56295785 5 45.4169602064729
57415848 5 45.4409740017117
57493426 5 45.6883458094824
57650512 5 45.6907562379016
57664974 5 45.7265016289692
57750330 5 46.123013453075
57778644 5 46.1845370874171
57818543 5 46.1851493122756
57874142 5 46.4317073885207
57994135 5 46.4335486276574
58043670 5 46.6800131963581
58129531 5 46.6813306882579
58183692 5 46.9278665903696
58349205 5 47.2368722641843
58478406 5 47.5319825643977
58547233 5 47.5581685531402
58632199 5 47.8363568315229
58647337 5 47.8421150736933
58686971 5 48.102967614672
58855162 5 48.1669819368227
58859318 5 48.167045707658
59261971 5 48.3075174925155
59348665 5 48.5835783369679
59595278 5 48.6695662872828
59616794 5 48.6698964357301
59790571 5 48.736499278154
59813587 5 48.7692656082006
60026207 5 49.3199790191239
60283425 5 49.4185935270986
60911557 5 49.4282326844607
61039548 5 49.6759070667833
61140357 5 49.6774539314316
61720591 5 49.6864018588484
61736500 5 49.6932297462429
61761258 5 49.9508225782616
62255376 5 50.1633265524645
62315913 5 50.4326753479576
62333724 5 50.5043915873762
62355880 5 50.6153554984157
62368293 5 50.6470440699235
62396246 5 50.9657000593513
62413517 5 51.0097958635971
62476664 5 51.0726375337149
62514765 5 51.3576466688597
62585282 5 51.4278278530045
62680392 5 51.4292944573594
62733999 5 51.5650008651431
62770492 5 51.904714699346
62815101 5 52.0176168831765
62978397 5 52.1319972001366
63040368 5 52.2729239119668
63135157 5 52.4235471510287
64805113 5 52.4493042712271
64959050 5 52.6386077771916
64990661 5 52.9245291746576
65008335 5 52.9462273315247
65201998 5 52.9492136769737
65254371 5 53.1969393478381
65345828 5 53.4308777591463
65351475 5 53.5151972267795
65365744 5 53.6921979415273
65495893 5 53.6942048611101
65579793 5 53.9424190908479
66365640 5 54.1086574436878
66413571 5 54.386588937988
66490447 5 54.436101510901
66634291 5 54.6830155929301
66806115 5 54.9299296749593
67139984 5 55.1768437569884
67219827 5 55.671897306124
67346675 5 55.8240193789166
67425523 5 56.1659055220862
67920818 5 56.4128196041153
67962205 5 56.6655046182323
68116668 5 56.7004417381671
68136588 5 56.9518823415652
68310776 5 56.9912827069347
68386608 5 57.1380743310371
68437599 5 57.4841355391886
68455084 5 57.517943880914
69026148 5 57.6472315379762
69190919 5 57.7788984917401
69254209 5 58.025448702629
69309797 5 58.1407553113614
69362783 5 58.4162255248874
69605313 5 58.6750684706319
69798858 5 58.990234809262
70011294 5 59.1090772585343
70046118 5 59.2965226286244
70090454 5 59.5104044827337
70155982 5 59.9883825593277
70157846 5 59.9987422196479
70179098 5 60.3644832789135
70312192 5 60.6135316343555
70375674 5 60.6218962299484
70471558 5 60.8815073954529
70513997 5 60.8870991416098
70654372 5 61.152602958301
70716074 5 61.1607329962129
70737563 5 61.4104923991352
70743813 5 61.4113158574424
70876615 5 61.6758166121773
71471279 5 61.7542263775191
71496661 5 62.0045012630845
71687736 5 62.0296821628608
71701357 5 62.2783997588798
71746452 5 62.2843414793591
71804501 5 62.5389421000232
72011530 5 62.5662260781917
72051833 5 62.8184767428822
72056838 5 62.8191361672129
72108087 5 63.0044454333964
72127668 5 63.219606393808
72141573 5 63.3238248209057
72165532 5 63.3269815725735
72299945 5 63.5738956546027
72504583 5 63.8208097366318
72764137 5 63.832158715634
72805172 5 64.0826373391657
72838350 5 64.0855051582233
72850139 5 64.1182570965278
72929885 5 64.3424386843328
72994770 5 64.3481031373445
73124006 5 64.6088195556796
73358591 5 64.6293018337775
73470917 5 64.8885343994282
73667178 5 64.9056699275198
73866946 5 65.1725760045667
74265049 5 65.2073404648293
74295310 5 65.4593724511972
75265351 5 65.5717784724479
75289285 5 65.8239397762998
76402924 5 65.9530070827267
76437771 5 66.2064379409857
76826617 5 66.2514661402644
77370735 5 66.5641784806246
77414653 5 66.5692621352254
77444646 5 66.8221283036165
77590145 5 66.8389722776101
77907108 5 67.1252340494848
77991566 5 67.1350108027594
78035816 5 67.3895355767368
78576671 5 67.452177383258
